REQUEST_TIME,DEVICE_IP,ID,USER_ID,ID_TYPE,OPERATING_SYSTEM,multi_device_classification
39:28.6,2001:9be2:165c:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
39:55.1,2001:9be2:165c:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
40:12.7,2001:9be2:165c:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
41:21.4,2001:9be2:165c:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
43:27.4,2001:9be2:165c:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
44:22.3,2001:9be2:165c:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
47:53.3,2001:9be2:165c:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
48:44.7,2001:9be2:165c:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
50:21.7,2001:9be2:165c:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
51:44.4,2001:9be2:165c:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
52:54.3,2001:9be2:165c:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
54:33.7,2001:9be2:165c:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
55:50.7,2001:9be2:165c:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
56:29.0,2001:9be2:165c:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
57:25.7,2001:9be2:165c:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
58:23.3,2001:9be2:165c:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
59:04.0,2001:9be2:165c:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
01:42.2,2001:9be2:165c:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
09:36.5,2001:c7a2:c27a:::,YPW0T5TYMVM8WIKFHAAOX0,7,WEB_ID,android,Multi-Device (Moderate Confidence)
01:16.6,2001:9be2:165c:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
00:24.5,2001:c4aa:2be0:::,YPW0T5TYMVM8WIKFHAAOX0,7,WEB_ID,android,Multi-Device (Moderate Confidence)
44:16.1,2001:c4aa:2be0:::,YPW0T5TYMVM8WIKFHAAOX0,7,WEB_ID,android,Multi-Device (Moderate Confidence)
45:02.0,2001:c4aa:2be0:::,YPW0T5TYMVM8WIKFHAAOX0,7,WEB_ID,android,Multi-Device (Moderate Confidence)
48:50.3,2001:c4aa:2be0:::,YPW0T5TYMVM8WIKFHAAOX0,7,WEB_ID,android,Multi-Device (Moderate Confidence)
50:36.0,2001:c4aa:2be0:::,YPW0T5TYMVM8WIKFHAAOX0,7,WEB_ID,android,Multi-Device (Moderate Confidence)
04:23.2,2001:bca3:c248:::,YPW0T5TYMVM8WIKFHAAOX0,7,WEB_ID,android,Multi-Device (Moderate Confidence)
22:20.9,142.83.151.79,YPW0T5TYMVM8WIKFHAAOX0,7,WEB_ID,android,Multi-Device (Moderate Confidence)
39:22.3,60.173.115.243,YPW0T5TYMVM8WIKFHAAOX0,7,WEB_ID,android,Multi-Device (Moderate Confidence)
43:35.0,60.173.115.243,YPW0T5TYMVM8WIKFHAAOX0,7,WEB_ID,android,Multi-Device (Moderate Confidence)
24:58.0,60.173.115.243,YPW0T5TYMVM8WIKFHAAOX0,7,WEB_ID,android,Multi-Device (Moderate Confidence)
26:16.2,60.173.115.243,YPW0T5TYMVM8WIKFHAAOX0,7,WEB_ID,android,Multi-Device (Moderate Confidence)
32:21.9,2001:d6eb:f847:::,YPW0T5TYMVM8WIKFHAAOX0,7,WEB_ID,android,Multi-Device (Moderate Confidence)
13:20.3,2001:d6eb:f847:::,YPW0T5TYMVM8WIKFHAAOX0,7,WEB_ID,android,Multi-Device (Moderate Confidence)
08:16.6,2001:9be2:165c:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
12:29.0,2001:9be2:165c:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
30:17.3,2001:9be2:165c:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
18:06.9,2001:3ae0:2d1b:::,YPW0T5TYMVM8WIKFHAAOX0,7,WEB_ID,android,Multi-Device (Moderate Confidence)
56:16.0,2001:f0cd:4511:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
27:03.6,2001:3ae0:2d1b:::,YPW0T5TYMVM8WIKFHAAOX0,7,WEB_ID,android,Multi-Device (Moderate Confidence)
27:50.2,2001:3ae0:2d1b:::,YPW0T5TYMVM8WIKFHAAOX0,7,WEB_ID,android,Multi-Device (Moderate Confidence)
28:45.8,2001:3ae0:2d1b:::,YPW0T5TYMVM8WIKFHAAOX0,7,WEB_ID,android,Multi-Device (Moderate Confidence)
14:54.1,2001:3ae0:2d1b:::,YPW0T5TYMVM8WIKFHAAOX0,7,WEB_ID,android,Multi-Device (Moderate Confidence)
15:28.8,2001:3ae0:2d1b:::,YPW0T5TYMVM8WIKFHAAOX0,7,WEB_ID,android,Multi-Device (Moderate Confidence)
23:45.4,2001:3ae0:2d1b:::,YPW0T5TYMVM8WIKFHAAOX0,7,WEB_ID,android,Multi-Device (Moderate Confidence)
27:40.5,2001:8a1f:3c77:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
28:17.0,2001:8a1f:3c77:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
28:45.5,2001:8a1f:3c77:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
29:38.0,2001:8a1f:3c77:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
30:06.4,2001:8a1f:3c77:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
31:36.2,2001:8a1f:3c77:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
32:37.6,2001:8a1f:3c77:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
33:18.5,2001:8a1f:3c77:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
16:46.7,2001:8a1f:3c77:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
19:39.2,2001:8a1f:3c77:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
28:56.4,2001:8a1f:3c77:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
32:47.4,2001:8a1f:3c77:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
34:02.2,2001:8a1f:3c77:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
38:14.2,2001:8a1f:3c77:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
39:42.8,2001:8a1f:3c77:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
39:51.5,2001:8a1f:3c77:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
41:22.7,2001:8a1f:3c77:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
34:50.6,2001:8a1f:3c77:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
35:34.3,2001:8a1f:3c77:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
39:13.2,2001:8a1f:3c77:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
46:44.0,2001:8a1f:3c77:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
48:46.3,2001:8a1f:3c77:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
49:35.2,2001:8a1f:3c77:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
50:49.2,2001:8a1f:3c77:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
51:38.3,2001:8a1f:3c77:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
51:55.5,2001:8a1f:3c77:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
03:12.6,2001:3ae0:2d1b:::,YPW0T5TYMVM8WIKFHAAOX0,7,WEB_ID,android,Multi-Device (Moderate Confidence)
49:43.9,2001:3ae0:2d1b:::,YPW0T5TYMVM8WIKFHAAOX0,7,WEB_ID,android,Multi-Device (Moderate Confidence)
27:21.5,2001:d159:17a8:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
43:59.1,2001:d159:17a8:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
44:55.3,2001:d159:17a8:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
45:15.0,2001:d159:17a8:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
45:39.6,2001:d159:17a8:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
45:52.0,2001:d159:17a8:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
46:26.8,2001:d159:17a8:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
46:51.0,2001:d159:17a8:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
47:12.1,2001:d159:17a8:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
53:56.6,2001:d159:17a8:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
54:34.9,2001:d159:17a8:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
56:59.8,93.96.190.216,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
57:13.1,93.96.190.216,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
57:42.5,93.96.190.216,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
59:31.0,93.96.190.216,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
59:37.9,93.96.190.216,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
00:23.0,93.96.190.216,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
00:44.4,93.96.190.216,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
06:46.8,2001:d159:17a8:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
07:13.6,2001:d159:17a8:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
08:13.7,2001:d159:17a8:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
10:04.6,2001:d159:17a8:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
11:23.5,2001:d159:17a8:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
11:39.2,2001:d159:17a8:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
12:03.2,2001:d159:17a8:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
16:33.1,2001:d159:17a8:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
20:20.2,2001:d159:17a8:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
31:15.9,2001:d159:17a8:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
32:38.4,20.253.65.53,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
33:46.4,2001:d159:17a8:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
34:24.1,2001:d159:17a8:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
34:55.1,2001:d159:17a8:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
35:34.8,2001:d159:17a8:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
35:54.4,2001:d159:17a8:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
36:12.5,2001:d159:17a8:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
50:59.2,42.191.192.64,YPW0T5TYMVM8WIKFHAAOX0,7,WEB_ID,android,Multi-Device (Moderate Confidence)
54:40.2,2001:d159:17a8:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
56:43.8,2001:d159:17a8:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
56:58.1,2001:d159:17a8:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
57:51.8,2001:d159:17a8:::,LET6OEYL42RUMUPW8ZZ5US,7,WEB_ID,android,Multi-Device (Moderate Confidence)
